,Dates,Andhra Pradesh,Arunachal Pradesh,Assam,Bihar,Chandigarh,Chhattisgarh,DD,Delhi,DNH,DVC,Essar steel,Goa,Gujarat,Haryana,HP,J&K,Jharkhand,Karnataka,Kerala,Maharashtra,Manipur,Meghalaya,Mizoram,MP,Nagaland,Odisha,Pondy,Punjab,Rajasthan,Sikkim,Tamil Nadu,Telangana,Tripura,UP,Uttarakhand,West Bengal,Total Consumption
1074,20-12-2016,138.8,2.3,22.3,60.5,3.5,67.7,5.6,59.6,15.8,59.8,8.6,8.3,274.6,117.4,25.2,35.7,22.4,186.8,64.8,410.6,2.6,4.7,1.5,221.6,2.2,62.4,6.1,103.3,209.5,1.6,262.8,148.3,3.2,276.4,33.3,99.2,3029
1075,21-12-2016,142.3,2,22.4,58.6,3.6,68.3,6.4,61.1,15.9,62,10,8.6,271.6,120.5,26.8,38.5,22.7,191.6,66.5,412.8,2.5,4.7,1.6,222.2,2.2,64.3,,104.1,209.3,1.8,280,148.6,,277.3,33.4,103.1,3073.6000000000004
1076,22-12-2016,140.6,2,22.2,64.8,3.6,67.9,6.4,58.6,15.9,63.6,9.8,8.6,275.9,122.3,26.4,26.8,21.6,195.4,67.4,411.6,2.5,4.8,1.6,222,2.1,63,6.1,103.1,210.2,1.5,281.8,150.3,2.8,274.9,34,98.9,3071.0000000000005
1077,23-12-2016,142.7,2,23.1,64.8,3.5,72.4,6.4,61.6,15.1,62.7,10.5,8.7,280,118.2,26.6,35.1,24.2,195.8,67.4,404.5,2.1,4.8,1.6,224.4,1.9,62.7,6.2,104.3,207.1,1.6,286.4,150.8,3.2,269,33.5,99,3083.9
1078,24-12-2016,141.8,1.9,22,61.1,3.4,70.1,6.5,56.7,15.7,62.5,10.2,8.4,277.9,116.1,26.2,37,23.6,194.6,64.9,402.2,2.1,5.2,1.6,217.9,1.8,64.6,6.2,102.9,204.1,1.3,282,150,4.6,277.3,32.4,99.8,3056.600000000001
1079,25-12-2016,138.6,1.8,21.2,60.7,3,70.1,6.5,55.1,15.7,61.8,10.2,8.4,277.9,109.4,23.7,36.5,20,178.6,58.2,402.2,2.1,5.8,1.3,217.9,1.5,68.2,6,92.2,206,1.6,261.7,145.2,4.3,272.8,28.8,95.7,2970.7000000000003
1080,26-12-2016,144.1,2.1,20.2,58.8,3.5,69.5,6.2,59.9,15.8,61.6,9.2,8.8,272.2,113.8,24.6,37,22,194,63.4,403.3,2.5,4,1.3,220.9,1.9,67.8,6.6,97.6,203.2,1.7,275.2,150.7,4.2,271.7,32.3,100.1,3031.699999999999
1081,27-12-2016,145.5,1.9,19.3,64.6,3.4,69.4,6.3,60.6,16,62.1,10.1,8.6,265.8,114.7,25.8,35.4,22.4,194.2,65.4,406.5,2.1,4.7,1.4,217.7,1.6,66.5,,98.3,205.4,1.5,287.1,154.2,,271.1,33.1,101.2,3050.4999999999995
1082,28-12-2016,148.3,2.1,20,62,3.5,70.6,6.4,60.6,16.1,62.1,9.9,8.7,270.6,114.5,25.3,36.8,24.4,202.8,65.4,403.6,2.6,4.9,1.6,217.7,1.9,67.8,,99,213.6,1.6,278.7,153.1,,276.7,33.1,101.3,3073.7000000000003
1083,29-12-2016,146.3,2,20.9,60.2,3.5,71.2,6.3,60.6,16,61.7,9.7,8.8,274.5,115,25.3,37,23.5,195.4,62.6,401,2.3,5.2,1.4,218.3,2.2,68.4,6.5,98.6,205.3,1.8,277.6,153.1,3.3,273.9,32.5,104.2,3056.1000000000004
1084,30-12-2016,146.1,1.7,21.5,59,3.6,71.2,6.4,62.8,15.8,62.3,9.7,9,279.2,108,26.8,37.5,24.2,194.5,63.6,400.9,2.3,5,1.5,216.5,2.2,65.4,6.5,99.4,206,1.8,280.9,153.6,3.3,265.9,32.7,101.8,3048.6000000000004
1085,31-12-2016,148.9,2.1,22.2,65.2,3.4,70.9,6.3,58.6,15.8,52,11.4,8.8,277.5,108.1,25.2,43.2,22.5,195.6,62.7,388.1,2.3,5.1,1.5,216.7,1.9,72.3,6.3,96.5,201.9,1.4,279.5,153.7,3.4,270.8,32,103.3,3037.1000000000004
1086,01-01-2017,141.8,2,20.5,62.7,3.1,69.2,5,56.3,14.2,56.1,11.9,7.6,261.4,105.4,22.3,46.7,23,183,56.2,381.7,2.3,4.5,1.3,214.3,1.8,75,6,91.1,199.7,1.4,257.1,144.3,3.5,282.3,29.7,95,2939.3999999999996
1087,02-01-2017,144.8,2,21.1,61.3,3.4,68.2,5.7,59,15.2,57.4,12.3,8.7,271.7,110.4,25.2,46,22,193,63,403.1,2.3,4.6,1.3,207.6,2.1,74.8,,96.4,198.9,1.5,277.6,152.6,,277.4,32,100.5,3029.2000000000003
1088,03-01-2017,147.6,1.8,20.2,61.5,3.5,68.5,6.3,60,15.8,58.5,12.6,9,275,114.1,26.6,49,21,195.8,64.6,408.8,2.5,4.8,1.4,210.1,2,70.2,,101.1,196.6,1.4,288.5,155.2,,277.8,34.2,101.2,3073.7
1089,04-01-2017,150.5,1.8,21.1,62,3.5,69.6,6.5,60.4,15.4,59.5,10.9,7.8,277.2,115.2,22.7,40.8,21.4,199.1,65,410.8,2.2,3.1,1.4,208,1.8,74.5,,102.4,199.3,1.6,290.9,157,,285.7,32.8,100.2,3088.3999999999996
1090,05-01-2017,152,1.9,21,61.8,3.3,71.3,6.5,59.1,16.2,60.2,9.2,8.9,284.1,117.5,25.6,42.3,23.4,197,64.4,405.7,2.1,4.7,1.6,215.1,2.1,72.1,,103.8,212.2,1.7,295,156.9,,282.9,34,103.5,3125.5
1091,06-01-2017,149.9,1.9,22.2,62.4,3.5,72.8,6.6,61.3,16.2,59.5,10.1,8.7,285.3,118.6,24.4,29.5,23.3,199.7,64.5,403.2,2,4.6,1.4,216.1,2.1,70.5,,99.2,214,2,293.2,157.9,,278.5,34.2,103.7,3109.2999999999997
1092,07-01-2017,148.3,1.7,22,62.8,3.4,72.5,6.6,57.8,16.5,61,9.3,8.6,279.7,99.8,20.1,32.2,24.1,199.1,63.5,403.8,2.2,4.9,1.5,215.5,1.8,67.4,,91.7,211.4,2.1,283.3,156.8,,250.2,25.6,101.4,3015
1093,08-01-2017,145.1,1.9,21.2,64.1,3.3,71.7,6.1,57,16.2,61.3,8.1,7.8,271.7,102.7,20.9,43.5,23.8,189.8,58.6,395,2.2,4.4,1.4,212.5,1.8,67.7,,90.5,207.1,2.2,269,153.4,,268.3,29,93.6,2978.6
1094,09-01-2017,150,2,21.2,61.7,3.6,72.2,6.4,61.5,16.4,60.8,7.8,8.3,275.4,110,23.2,43.1,22.1,198,63.6,408.3,2.2,4.4,1.3,207.5,1.9,67.8,6.1,93.9,208.6,1.8,279.7,156.1,3.3,267.8,32.1,102.7,3052.8
1095,10-01-2017,153.8,2.3,21.5,59.2,3.7,66.4,6.5,63.3,16.6,56.9,7.6,8.9,274.6,117.8,25.7,44.4,19.6,199.1,64.2,407.9,2.5,5,1.6,200.3,2.1,70.9,,97.5,208.9,2.1,287.3,157.7,,269.1,35.2,107.8,3074.2
1096,11-01-2017,143.5,2.1,21.8,61.3,3.9,70.7,6.6,63.7,16.5,62.2,8,8.5,273.9,119.7,26.2,44.6,21.8,201.1,63.6,406.8,2.2,4.9,1.5,207.6,2.1,69.8,,98.6,207.7,2,295.4,159.3,,277.8,34.1,103.3,3099.1
1097,12-01-2017,152.8,1.9,23.2,62.7,3.9,70.4,6.3,65.3,16.5,62.7,8.3,8.5,272.4,121.2,25.7,43.8,22.9,203.2,63.9,410.6,2.4,4.8,1.5,207.3,2.2,70.9,,101.7,203.4,2,292.2,158,,284.9,33.9,103.6,3121.2000000000003
1098,13-01-2017,146.2,2.1,22.2,61.6,3.9,71.8,6.5,67.5,16.5,68.2,9.3,8.5,268.8,121.8,26,49,21.1,201.2,64.1,400.3,2.3,4.8,1.5,208.1,2.2,70.7,,99.2,217,1.7,285.9,159.2,,288.2,34.9,104,3122.4
1099,14-01-2017,141.3,2.1,21.6,62.7,3.8,71.1,5.7,64.2,15.4,61.7,9,8.6,213.8,119.2,25.8,48.4,23.2,189.9,63.2,397.4,2.3,4.8,1.5,207.5,2.2,69.5,5.2,99.5,208.2,1.5,244.5,145.1,3.2,288.8,33.2,104.3,2969.3999999999996
1100,15-01-2017,134.3,2.1,21.2,63.7,3.5,71.1,5.8,60.3,15.7,61.8,8.7,7.7,213.8,108,24.6,47.7,24.3,178.7,57.8,389.1,2.3,4.8,1.4,207.5,2.2,66.7,,95.7,206,1.9,223.9,140.8,,286.4,33.9,98.8,2876.8000000000006
1101,16-01-2017,145.2,2,21.3,63.1,3.8,71.6,6.2,64,16.3,62.3,7.7,8.7,269.4,114.9,25.6,41.3,24.1,195.2,63.7,406.2,2.2,5.2,1.5,209.1,1.8,66,4.5,88.1,210.2,1.6,240.8,152.2,3.6,288.1,34.2,104,3025.6999999999994
1102,17-01-2017,146.4,2,22.6,59.5,4,74.7,6.5,68.2,16.4,62.4,8,8.8,273.5,120.3,27,41.3,23.2,191.7,64.2,409.4,2.4,5.6,1.5,210.4,1.9,67.3,5.5,91.9,212.4,1.5,266,155.2,3.3,294.7,32.9,107.9,3090.5
1103,18-01-2017,144,2.8,22,61.3,4.2,73,6.7,68.6,16.4,64.6,7.8,8.9,273.5,121.1,27.2,40.9,22,194.7,63.6,407.1,2.2,5.3,1.6,212.1,2.2,67.2,6.1,95.2,212,1.7,271.1,155.2,3.4,292.9,36.1,109.5,3104.2
1104,19-01-2017,143.7,2.1,22.1,62.4,4,74.2,6.7,67.8,16.6,65.3,7.2,8.9,277.1,118,26.7,42.7,22.2,195.6,62.6,408.9,2.4,5.7,1.4,207.5,2.2,68,,105.8,204.1,1.6,273.9,157.7,,287.9,35.3,110.1,3104.6
1105,20-01-2017,145.7,2.1,22.7,62,4,70.7,6.7,67.9,16.7,65.9,8.3,8.8,278.5,125.1,26.9,42.7,22.1,199,64,404.7,2.5,5.6,1.5,210.7,2.2,67.6,5.9,104.1,209.8,1.6,274.7,156.7,3.5,292.2,35.9,110.8,3129.7999999999997
1106,21-01-2017,146.5,2.1,22.9,63.9,3.9,73.5,6.7,65.8,16.6,63.3,9.7,8.6,279.7,122.5,26,49.4,23.9,196.8,64.7,407.2,2.4,5.9,1.6,211,1.9,66.1,,106.4,211.6,1.5,259.8,155.5,,293.7,36.9,110.4,3124.2
1107,22-01-2017,142.2,2.1,21.8,63.9,3.5,73.6,6.3,62.5,16.2,63,10,8.2,276.1,112.8,22.5,48.7,23.8,187.3,59.8,399.2,2.3,4.9,1.4,211.3,2.2,66,5.6,100.3,210.9,1.4,238.9,153.5,3.2,282.8,33.4,103.5,3025.1000000000004
1108,23-01-2017,145.9,2.2,22.1,63.2,3.8,73.3,6.5,64.1,16.5,62.6,9,9.1,286.3,116,25.3,44.4,22.7,198.9,64.4,420.4,2.2,4.9,1.5,211.4,2.1,66.5,,108.5,208.7,1.4,262.1,158.4,,286.8,35.1,110.7,3122.7999999999997
1109,24-01-2017,147.7,2,22.6,64.3,3.8,73.7,6.7,63.8,16.8,62.5,12.5,9.2,291.2,119.1,27.5,42.6,23,201.5,65.1,426.7,2.4,4.9,1.5,212.5,1.9,64.3,6,108,214.1,1.1,268.7,159.7,3.4,287.4,36.1,111.5,3165.7999999999997
1110,25-01-2017,152.9,2,23.1,60.2,3.8,74.1,6.7,63.5,16.9,64.1,13.1,9.3,290.8,115.4,24.7,49.2,20.9,202.3,65.4,427.8,2.4,4.8,1.5,213.9,1.9,67.4,6,93.7,210.5,1.5,275.6,162.8,3.3,286.5,35,113.8,3166.8000000000006
1111,26-01-2017,143.6,2.1,21.4,63,3.2,71.7,4.5,50.7,13.6,64.3,11.3,8.2,273.3,66.6,17,32.3,22.1,191.6,62.8,388.4,2.2,4.9,1.4,202.5,2.2,68.5,5.4,75.6,152.5,1.3,253,155.2,3.3,265.4,28.2,105,2838.2999999999997
1112,27-01-2017,145.6,2,21.2,56.2,3.7,73,5.8,63.3,15.3,64.7,10.6,9,279.6,86.4,23.1,38,22.1,198.3,64.9,406.1,2,5.1,1.5,171.4,2.2,68,6.1,84.9,156.1,1.6,255.3,160.8,3.3,206.5,33,109.4,2856.100000000001
1113,28-01-2017,147.9,2.2,22.7,58.1,3.5,73.9,5.9,61.5,16.6,63.5,10.8,9.2,281.5,101.7,26.7,46.6,22.5,198.2,64.6,415.2,2,5.1,1.1,171.4,2.2,67.3,6.3,93.3,182.8,1.6,252.1,161.8,3.3,249.3,35.1,110.6,2978.1
1114,29-01-2017,148.4,2.1,21.6,60.5,3.3,73.7,6.4,60.3,16.6,63,10.4,9,274.5,94.3,23.7,43.3,23.5,190.7,60.7,410.6,2.3,5.1,1.5,196.8,2.2,68.2,5.4,86,190.2,1.5,233.8,157.4,3.3,254.2,33.9,104.4,2942.8
1115,30-01-2017,151.8,2.1,22,61.1,3.7,73.2,6.7,60.2,16.9,63.7,9.4,9.4,284.5,98,25.9,44.2,23,200.8,67.9,425.9,2.3,5.6,1.4,198.9,2,67.7,5.8,89.7,193.9,2.2,254,160.7,3.5,261.4,34.9,110.7,3045.1
1116,31-01-2017,152.5,2.1,21.8,61.8,3.6,74.8,6.8,63.6,16.5,64.3,10.2,9.9,285.7,100.9,25,44,23.3,208.3,68.6,434,2.3,5.8,1.5,201.6,2.1,67.6,,92.2,202,1.1,264,164.8,,261.3,35.1,110.8,3095.9
1117,01-02-2017,159.7,2,21.5,65.4,3.6,73.9,6.7,63.9,16.3,64.2,9.4,9.6,281.2,104.3,25.4,44.5,23.8,208.1,68.2,429.8,2.2,5.4,1.5,202.7,1.9,69.8,,92,200.8,1.4,267.5,165.8,,261.3,35,108.2,3103.2
1118,02-02-2017,155.4,1.9,22.1,62.2,3.5,75,6.7,62.9,16.5,63.2,8.8,9.1,284.4,110.3,25.3,45.2,22.1,210.3,66.7,437.8,2.3,5.3,1.5,202.5,1.9,68.3,6.2,92.9,197.9,1.4,268,167.9,3.7,256.9,34,110.9,3111.0000000000005
1119,03-02-2017,158.5,2,21.5,59.9,3.6,76.1,6.7,64.1,16.4,63.7,8,9.4,289.4,106.9,25.5,45.7,21.8,211.4,65.9,427.5,2.1,6,1.5,204.2,1.8,68.6,5.9,94.5,201.2,1.7,277.2,167.6,4.3,257.7,35.4,113.4,3127.0999999999995
1120,04-02-2017,156.8,2,22.6,59.6,3.4,71.2,6.7,60.2,16.9,64.6,10.9,8,286.4,109.4,27.9,46.3,22,209.4,65.5,428,2.2,6.2,1.4,203.7,1.7,66.9,6,79,201.9,1.8,266,165.8,3.3,259.5,34.9,113.4,3091.500000000001
1121,05-02-2017,154.9,1.9,21.7,61.7,3.1,75,6.5,59.1,16.4,62.7,9.3,8.2,272.4,98.9,23.3,33.3,21.7,198.5,59,419.1,2.2,6,1.3,201.6,1.7,66.4,5.4,79.4,199.9,1.3,257,162.5,3.4,256.4,31.7,106.1,2989
1122,06-02-2017,157.9,2,22.5,60.7,3.4,75.9,6.7,61.9,16.8,62.3,8.6,9.5,277.4,101.9,25.5,46.3,23.7,209.1,65.2,429.2,2.2,6,1.4,202.4,1.7,67.2,,90.8,199.8,1.5,265.5,166.3,,258.1,33.1,110.1,3078.6
1123,07-02-2017,158.7,2.1,22.1,60,3.5,76.8,4.9,61.5,16.9,63.4,8.9,9.3,275.7,110.3,27.3,46.1,22.6,211.7,67.2,434.1,2.1,6.2,1.5,204,1.8,70.2,6,94.6,203,1.4,281,170,3.1,264.9,34.4,109.8,3137.1000000000004
1124,08-02-2017,160.4,2.1,22.9,61.4,3.6,76.5,6.7,62.5,16.9,63.9,9.2,9.4,281.1,115.6,28.8,48,23.4,212.8,67.6,438.6,2,5.6,1.4,204.9,1.9,67.2,6.5,97.6,207.8,1.9,276.9,170.4,3.3,273.8,34.3,112.3,3179.200000000001
1125,09-02-2017,158.6,2.1,23.5,63.7,3.5,78.3,6.9,62,17,63.6,9.3,9.5,280.6,113.1,27.2,41.9,23.8,214.9,67.5,440.1,2.2,5.2,1.5,205,1.9,67.6,6.4,97.9,203.5,1.8,285.1,170.2,3.4,276.2,34.7,113.7,3183.3999999999996
1126,10-02-2017,159.5,1.9,22.3,60.5,3.4,77.9,6.9,63.4,16.6,64.6,8.8,9.7,280.6,111.4,28.1,43.2,21.6,214.9,67.2,434,2.3,5.5,1.4,205.9,1.8,69.3,6.4,101.7,205,1.5,284.7,171.1,3.6,290.4,34.9,113.5,3195.5
1127,11-02-2017,154,2,23,59.9,3.3,75.1,6.8,58.8,16.5,63.8,9.9,9.7,280.9,109,27.2,44.7,23.5,210.5,66.7,431.1,2.1,6.1,1.5,190.3,2.1,68.5,6.2,102.6,203.7,1.3,283.2,164.8,3.3,288.4,34.5,113.4,3148.4
1128,12-02-2017,154.3,2,21.2,63.7,3,70.9,6.5,56.6,16.5,63.2,9.4,8.1,272.8,112.4,24.5,42.3,21.2,197.1,61.3,416.5,2.1,5.8,1.3,177.4,1.7,68.3,,98.7,203.6,1.3,261.3,160.6,,283.2,33.3,107.2,3034.8
1129,13-02-2017,154.3,2.1,21.7,57.9,3.4,74,6.7,60,17,63.7,7.7,9.2,279.2,117.1,26.5,42,21.8,202.4,64.8,432.5,2.1,6.2,1.4,192.1,1.8,68.9,6.1,103.3,200.8,1.8,280.8,164,3.9,285.9,34.6,115.7,3133.4
1130,14-02-2017,159,2,22.9,60.9,3.5,77.2,6.9,61.1,17,64,9,9.5,286.8,120.9,24.7,42.7,23.7,207.6,67.2,441.3,2.2,6,1.4,196.3,1.8,67,,109.4,189,1.7,291.8,167.5,,287,35.3,117.2,3187.9
1131,15-02-2017,156.5,2.1,23.2,60.4,3.5,77.1,7.1,61.4,16.9,65.7,8.8,9.6,289.7,120.4,25.5,42.6,23.5,207.9,68.7,447.2,2.2,6.2,1.4,198.4,1.7,66.2,6.5,108.5,207.3,1.2,288.3,168,3.1,280.9,28,114.8,3200.500000000001
1132,16-02-2017,157.5,2.1,22.6,63.1,3.4,76.3,7,61.2,16.9,63.5,10.4,9.5,295.6,121.5,25.1,41.8,23.5,206.2,67.8,445.8,2.2,6.2,1.4,199.1,1.7,67.5,,110.9,216,1.8,282.7,168.6,,277.7,33,117.2,3213.2999999999993
1133,17-02-2017,156.3,2.2,22.7,62.2,3.4,76,7,62.5,16.5,62.2,7.8,9.1,299.6,123.1,24.6,41.7,23.8,207.7,65.7,437.9,2.2,6.3,1.4,200.4,1.8,69.6,,101.3,209,1.6,283.1,170.2,,281.7,35.4,117.8,3200.4
1134,18-02-2017,157,2,22.6,60.1,3.3,78.8,7,58.5,16.7,62.1,7.7,9.7,299.3,122.2,24.7,42.4,21.8,208.2,64.6,441.3,2.1,5.5,1.4,201.2,1.8,69.5,5.7,103.3,212.8,1.6,286,169.4,3.2,277.3,34.5,117.1,3202.4
1135,19-02-2017,155.6,2.2,21.4,59.1,3,77.9,7,57,16.5,62.5,9,8.8,289.7,114.8,22.8,42.6,21.7,201.1,59.6,439.4,2.2,5.7,1.4,199.4,2.1,69.3,,100.7,213.1,2,267.4,166.5,,275.8,33.1,112.4,3128.8
1136,20-02-2017,158.8,2.2,21.7,61.4,3.3,80.1,6.9,60.1,16.9,62.1,8.3,9.9,298,118.5,24.7,40.6,21.2,211.5,66.8,457.3,2.2,5.7,1.4,190.9,1.8,70.2,6.2,110.9,204.4,1.6,287.9,171.9,2.9,275.2,34,119.2,3216.7000000000003
1137,21-02-2017,161.7,2,18.7,61,3.3,81.2,7.1,61.2,16.9,60.5,8.8,10.1,294.1,121.7,25.9,43.2,21.2,213.8,68.9,450.9,1.8,5,1.3,197.6,1.9,74.2,,114.5,210.7,1.7,299,175.4,,280.9,32.4,122.2,3257.2
1138,22-02-2017,164.3,2,17.2,60.3,3.3,82.4,7.2,61.1,17.1,61.4,9,10,291.5,124.8,26.2,43.2,23.9,217.7,70.8,456.9,2,5,1.4,202,1.8,74.4,6.5,119.1,215.5,1.5,295.8,178.9,3.2,280.5,34.6,125.7,3298.2
1139,23-02-2017,167.9,1.9,19.4,55.9,3.3,83.3,7.2,59.9,17.1,61.8,9.8,10.3,295.5,125.6,24.7,42.6,25.5,219.9,71.1,456,1.8,5.2,1.4,202.5,1.3,72.4,,114.8,212.9,1.5,296.4,180.1,,265.6,33.2,127.3,3281.9
1140,24-02-2017,166.2,1.8,21.3,62.9,3.1,80.6,5.6,46.4,16.5,60.9,9.8,10,288,126.7,28.9,50.9,23.2,221.6,68.8,394.6,1.8,5.5,1.3,201.7,1.4,75.1,,114.9,208.4,1.3,293.6,179.8,,256.4,33.3,122.3,3191.600000000001
1141,25-02-2017,162.8,2,22.3,61.2,3.1,80.9,6.4,56.3,16.6,60.6,9.7,9.5,291.6,125.2,27.9,42.5,24.1,209,69.2,450.1,2.1,5.1,1.3,200,1.8,75.5,6.7,112.8,210.5,1.8,290.2,170.7,3.3,266.6,33.3,119.5,3232.2
1142,26-02-2017,162,2.1,21.4,60.4,2.9,81.4,6.7,52.8,16.8,60.9,9.6,9.1,289,117.1,26,42.9,21.2,199,65.3,442.6,2.1,5.6,1.3,197,1.8,75.3,6.1,113.8,204.8,1.6,280.8,164.9,2.7,271.8,30.3,112.6,3161.7000000000003
1143,27-02-2017,161.1,2.4,22.1,58.9,3.2,82.4,7,62.6,16.7,62.7,8.9,10.2,300.9,119.8,27.5,40.5,21.9,210.8,70.6,455.9,2.2,5.8,1.4,198.5,1.8,72.1,,111.7,206.9,1.9,292.7,173.7,,280.4,34.9,121.5,3257.7
1144,28-02-2017,162,2,22.2,58.9,3.2,82.7,7.1,59.8,16.4,63,9.2,9.7,302.2,129.3,28.2,42.5,24.6,213.1,70.5,462.9,2.1,5.6,1.4,198.6,2,73.7,,112.6,212.8,1.8,294.3,176,,284.4,34.4,123.2,3298.7
1145,01-03-2017,160.6,2.1,22.5,57,3.3,84.5,7,60.7,16.3,63.2,7.2,9.3,300,128.8,29.1,42.5,23.8,215.5,70.3,464.4,3,4.6,1.4,199.6,1.7,76.1,6.5,114.3,215.7,1.7,293.4,176.8,3.3,283.4,33.4,124.5,3307.5000000000005
1146,02-03-2017,160.8,2.1,23.5,56,3.2,83.1,7,61.2,16.6,63.7,7,9.7,304.7,127.3,29.2,40,23.8,218.7,70.2,464.8,2.1,5.5,1.4,198.1,1.9,76.7,6.5,116.1,204.9,1.6,296.3,177.7,3.2,280.8,31.8,125.7,3302.8999999999996
1147,03-03-2017,160.8,2,22.3,61.4,3.3,85.1,7,61,16.6,63.6,7,9.5,301.6,130.3,29.8,43,23.4,221.8,71,459.6,1.9,5.2,1.4,198.7,1.1,70.3,6.7,115.5,211,1.5,296.1,177.4,3.4,292.6,34.3,130.4,3327.6000000000004
1148,04-03-2017,161.8,1.7,20.5,63.2,3.2,85.9,6.9,57.4,16.8,60.3,7.3,9.4,301.4,133.7,29,43.2,22,224.5,68.1,460,1.8,5,1.3,195.8,1.3,75.1,,114.7,208.5,1.4,289.2,175,,288.4,34.2,122.3,3297
1149,05-03-2017,161,1.9,19,64.4,2.9,85.4,6.7,55.4,16.5,63.6,7.8,8.7,289.9,123.9,26.1,41.4,22.1,211.4,63.2,441.8,2,4.4,1.4,188.9,1.8,74.5,6,108.1,204.2,1.9,271,175.2,2.4,284.8,32,114,3185.7000000000003
1150,06-03-2017,167.4,1.9,21,65.6,3.2,85.1,7,59.4,16.5,62.6,8.2,8.7,299.5,124.3,26,41.5,25.2,217.8,66.7,457.1,2,5.6,1.3,189,1.8,76.7,,114.8,205.6,1.5,289.9,180.5,,286.4,33.8,118.6,3278.9
1151,07-03-2017,164.1,2.1,22.2,66.2,3.3,84.7,7.2,60.4,16.9,63.4,9.1,9.6,301.3,127.2,27.3,42.4,23.7,214.3,68.7,458.7,2.2,4.5,1.5,184.7,2,75.5,7,102.5,205.3,1.6,299.7,180.6,3,290.8,34.3,124.7,3292.7
1152,08-03-2017,162.2,2.2,21.8,64.6,3.3,74.9,7.2,61.1,17,61.1,8.6,9.6,300.9,111.3,27.1,43.5,23.8,212.5,68.9,459.8,2.1,4.9,1.4,187.8,1.9,73,,96.2,202.9,2.2,301,179.5,,283.4,33.9,121.7,3239.5
1153,09-03-2017,166.2,2.1,20.3,66.7,3.3,78.9,7.2,60.8,17.1,71.2,8,9.4,307.1,107.9,27.5,41.3,22.3,217.3,69.4,457.1,2.3,4.8,1.5,185.7,1.9,73.3,,86.5,200.4,1.5,300.6,181.2,,265.2,30.5,110.3,3214
1154,10-03-2017,157.2,2.1,22.3,59.2,3.4,80.1,7.3,60.7,16.8,64.5,7.2,9.6,303.7,103.9,27,30.3,21.5,214.4,69.3,439,2.2,4.9,1.4,172.7,1.8,70.2,,85.9,175.7,1.8,296.5,180.3,,227.5,32.3,103.9,3063.8
1155,11-03-2017,156.9,2,19.7,49.8,3.2,80,7.2,57.5,16.5,67.4,6.9,9.2,289.6,102.1,27.6,31,22,216.8,68,437.6,2.1,5,1.3,166,1.8,68.7,7,85,177.7,1.4,298.6,174.8,2.3,233.7,33,101.4,3030.8
1156,12-03-2017,158.5,1.9,19.7,60,2.9,78.9,6.5,51.1,16.1,60.1,7.2,8.2,261.4,100.3,25.1,42.7,22.7,209.3,63.3,423.9,1.9,5,1.3,171.9,1.3,71.9,6.2,82.7,176,1.9,278.9,168.6,3.8,262.1,30.3,91.3,2974.900000000001
1157,13-03-2017,161.4,2,19.7,61.6,2.7,68.2,3.5,43.4,10.6,54.2,7,8.9,211.7,87.2,19.3,41.9,21.9,215.3,68.4,388.1,2.1,4.7,1.4,160.2,1.8,69.4,6.3,65.6,153.7,1.9,290.4,168.4,2.7,264.9,22.4,92.9,2805.8
1158,14-03-2017,160.2,2,21.4,60.7,2.7,72.3,5.1,50.8,12.4,57.9,6.4,8.9,251.2,94.5,22.3,41.5,22.3,217,69.9,428.8,2.2,5.5,1.4,163.4,1.8,70.8,6.8,76.1,169,1.4,299.2,177.4,2.8,266.8,27.4,102.2,2982.5000000000005
1159,15-03-2017,162,2.3,21.4,60,3.3,75.2,6.8,57.8,15.4,59.8,7.9,9.5,282.5,107.3,25.8,43,23,210.7,67.2,447.8,2.1,5.6,1.4,163.9,2,75.7,,92.5,179.9,1.9,294.9,179.5,,253.9,31.8,113.7,3094.6
1160,16-03-2017,165,2.1,21.7,59.4,3.3,82.9,7.1,59.1,16.2,68.5,7.7,9.1,295.7,109.6,27.9,43.2,23.7,205,66.3,442.4,2.1,5.1,1.4,165.9,1.6,75.3,6.8,95.1,180.4,1.9,299.8,170.6,3.9,258.8,32.3,115.6,3132.5000000000005
1161,17-03-2017,158.6,1.9,21.1,62,3.3,83.4,7.1,60.9,16.2,70.7,7.5,9.5,301.3,112.4,27.9,42.8,23.9,215.3,68.1,442,2.1,5.3,1.5,167.7,1.6,75.7,7,100.8,186.9,1.5,307.8,171.5,3,270.1,32.9,119.4,3190.7000000000003
1162,18-03-2017,163.1,1.7,15.2,60.3,3.2,85.7,7.2,57.8,16.1,71.8,8.1,9.6,300.8,115,28.1,43,22.5,215.1,69,446.5,2.3,5.6,1.4,165.8,1.8,74.6,7,105.7,174.4,1.2,307,173.6,2.7,275,33,123.5,3194.399999999999
1163,19-03-2017,159.1,1.7,18.8,61.6,2.9,79.9,6.8,56.3,16.4,68.4,8.1,8.6,293.8,107.9,24.9,41.9,22.8,206.4,64,436.9,2.1,4.6,1.3,153.2,1.6,75.9,6.6,106,159.3,1.3,288.8,169.9,2.8,272,31.2,111.5,3075.3
1164,20-03-2017,163.8,1.9,20.3,57.3,3.2,83.1,7.1,61.2,16.9,77.3,7.4,9.7,307.9,113.8,26.7,42,21.6,218.8,71.2,455.7,2.1,5.4,1.5,161.3,1.9,74.8,6.9,109,169.9,1.6,310.1,177,2.4,272.2,32.2,110.7,3205.8999999999996
